run_at,time,src_ip,dst_ip,protocol,port,prediction,risk,confidence,dataset
2025-12-02T00:09:55.265844,2025-12-01T23:49:10,10.0.0.68,192.168.0.68,tcp,443,dos_hulk,HIGH,0.9999996423721313,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:49:25,10.0.0.69,192.168.0.69,tcp,443,benign,LOW,0.9999979734420776,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:49:40,10.0.0.70,192.168.0.70,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:49:55,10.0.0.71,192.168.0.71,tcp,443,ddos,HIGH,0.9999700784683228,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:50:10,10.0.0.72,192.168.0.72,tcp,443,benign,LOW,1.0,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:50:25,10.0.0.73,192.168.0.73,tcp,443,benign,LOW,0.9999997615814209,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:50:40,10.0.0.74,192.168.0.74,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:50:55,10.0.0.75,192.168.0.75,tcp,443,ddos,HIGH,0.9999969005584717,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:51:10,10.0.0.76,192.168.0.76,tcp,443,portscan,MEDIUM,0.9999995231628418,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:51:25,10.0.0.77,192.168.0.77,tcp,443,benign,LOW,0.9999973773956299,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:51:40,10.0.0.78,192.168.0.78,tcp,443,dos_hulk,HIGH,0.9999990463256836,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:51:55,10.0.0.79,192.168.0.79,tcp,443,benign,LOW,0.9999992847442627,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:52:10,10.0.0.80,192.168.0.80,tcp,443,portscan,MEDIUM,0.9999957084655762,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:52:25,10.0.0.81,192.168.0.81,tcp,443,benign,LOW,0.9999998807907104,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:52:40,10.0.0.82,192.168.0.82,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:52:55,10.0.0.83,192.168.0.83,tcp,443,ddos,HIGH,0.9999978542327881,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:53:10,10.0.0.84,192.168.0.84,tcp,443,ddos,HIGH,0.9999966621398926,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:53:25,10.0.0.85,192.168.0.85,tcp,443,ddos,HIGH,0.9999970197677612,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:53:40,10.0.0.86,192.168.0.86,tcp,443,dos_hulk,HIGH,0.9999991655349731,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:53:55,10.0.0.87,192.168.0.87,tcp,443,benign,LOW,0.9999998807907104,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:54:10,10.0.0.88,192.168.0.88,tcp,443,benign,LOW,0.9999997615814209,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:54:25,10.0.0.89,192.168.0.89,tcp,443,dos_hulk,HIGH,0.9999982118606567,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:54:40,10.0.0.90,192.168.0.90,tcp,443,benign,LOW,1.0,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:54:55,10.0.0.91,192.168.0.91,tcp,443,benign,LOW,0.9999991655349731,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:55:10,10.0.0.92,192.168.0.92,tcp,443,portscan,MEDIUM,0.9999994039535522,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:55:25,10.0.0.93,192.168.0.93,tcp,443,dos_hulk,HIGH,0.9999994039535522,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:55:40,10.0.0.94,192.168.0.94,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:55:55,10.0.0.95,192.168.0.95,tcp,443,portscan,MEDIUM,0.9999992847442627,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:56:10,10.0.0.96,192.168.0.96,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:56:25,10.0.0.97,192.168.0.97,tcp,443,benign,LOW,0.9999997615814209,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:56:40,10.0.0.98,192.168.0.98,tcp,443,portscan,MEDIUM,0.9999995231628418,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:56:55,10.0.0.99,192.168.0.99,tcp,443,portscan,MEDIUM,0.9999992847442627,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:57:10,10.0.0.100,192.168.0.100,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:57:25,10.0.0.101,192.168.1.1,tcp,443,benign,LOW,0.9999992847442627,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:57:40,10.0.0.102,192.168.1.2,tcp,443,portscan,MEDIUM,0.9999996423721313,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:57:55,10.0.0.103,192.168.1.3,tcp,443,benign,LOW,0.9999998807907104,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:58:10,10.0.0.104,192.168.1.4,tcp,443,ddos,HIGH,0.999996542930603,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:58:25,10.0.0.105,192.168.1.5,tcp,443,benign,LOW,0.9999991655349731,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:58:40,10.0.0.106,192.168.1.6,tcp,443,portscan,MEDIUM,0.9999996423721313,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:58:55,10.0.0.107,192.168.1.7,tcp,443,portscan,MEDIUM,0.9999994039535522,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:59:10,10.0.0.108,192.168.1.8,tcp,443,dos_hulk,HIGH,0.9999994039535522,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:59:25,10.0.0.109,192.168.1.9,tcp,443,benign,LOW,0.9999985694885254,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-01T23:59:40,10.0.0.110,192.168.1.10,tcp,443,dos_goldeneye,HIGH,0.9999949932098389,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-01T23:59:55,10.0.0.111,192.168.1.11,tcp,443,benign,LOW,1.0,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:00:10,10.0.0.112,192.168.1.12,tcp,443,benign,LOW,0.9999995231628418,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:00:25,10.0.0.113,192.168.1.13,tcp,443,ddos,HIGH,0.9999963045120239,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:00:40,10.0.0.114,192.168.1.14,tcp,80,dos_slowhttptest,HIGH,0.9924105405807495,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:00:55,10.0.0.115,192.168.1.15,tcp,443,dos_hulk,HIGH,0.9999991655349731,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:01:10,10.0.0.116,192.168.1.16,tcp,443,benign,LOW,0.9999929666519165,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:01:25,10.0.0.117,192.168.1.17,tcp,443,portscan,MEDIUM,0.9999996423721313,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:01:40,10.0.0.118,192.168.1.18,tcp,443,dos_slowloris,HIGH,0.9998388290405273,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:01:55,10.0.0.119,192.168.1.19,tcp,443,benign,LOW,1.0,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:02:10,10.0.0.120,192.168.1.20,tcp,443,benign,LOW,0.9999991655349731,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:02:25,10.0.0.121,192.168.1.21,tcp,443,benign,LOW,0.9999988079071045,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:02:40,10.0.0.122,192.168.1.22,tcp,443,benign,LOW,0.9999994039535522,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:02:55,10.0.0.123,192.168.1.23,tcp,443,benign,LOW,0.9999977350234985,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:03:10,10.0.0.124,192.168.1.24,tcp,443,ddos,HIGH,0.9999964237213135,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:03:25,10.0.0.125,192.168.1.25,tcp,443,benign,LOW,0.9999992847442627,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:03:40,10.0.0.126,192.168.1.26,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:03:55,10.0.0.127,192.168.1.27,tcp,443,ddos,HIGH,0.9999972581863403,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:04:10,10.0.0.128,192.168.1.28,tcp,443,ddos,HIGH,0.9999972581863403,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:04:25,10.0.0.129,192.168.1.29,tcp,443,dos_hulk,HIGH,0.999998927116394,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:04:40,10.0.0.130,192.168.1.30,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:04:55,10.0.0.131,192.168.1.31,tcp,443,benign,LOW,0.9999997615814209,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:05:10,10.0.0.132,192.168.1.32,tcp,443,benign,LOW,0.9999966621398926,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:05:25,10.0.0.133,192.168.1.33,tcp,443,dos_hulk,HIGH,0.9999995231628418,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:05:40,10.0.0.134,192.168.1.34,tcp,443,benign,LOW,0.9999997615814209,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:05:55,10.0.0.135,192.168.1.35,tcp,443,benign,LOW,0.9999960660934448,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:06:10,10.0.0.136,192.168.1.36,tcp,443,dos_hulk,HIGH,0.9999991655349731,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:06:25,10.0.0.137,192.168.1.37,tcp,443,dos_hulk,HIGH,0.9999991655349731,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:06:40,10.0.0.138,192.168.1.38,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:06:55,10.0.0.139,192.168.1.39,tcp,443,benign,LOW,1.0,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:07:10,10.0.0.140,192.168.1.40,tcp,22,ssh_patator,HIGH,0.9999887943267822,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:07:25,10.0.0.141,192.168.1.41,tcp,443,dos_hulk,HIGH,0.9999990463256836,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:07:40,10.0.0.142,192.168.1.42,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:07:55,10.0.0.143,192.168.1.43,tcp,443,portscan,MEDIUM,0.9999994039535522,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:08:10,10.0.0.144,192.168.1.44,tcp,443,benign,LOW,0.9999997615814209,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:08:25,10.0.0.145,192.168.1.45,tcp,443,dos_hulk,HIGH,0.9999991655349731,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:08:40,10.0.0.146,192.168.1.46,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:08:55,10.0.0.147,192.168.1.47,tcp,443,portscan,MEDIUM,0.9999926090240479,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:09:10,10.0.0.148,192.168.1.48,tcp,443,dos_hulk,HIGH,0.999998927116394,RT_IOT2022
2025-12-02T00:09:55.265844,2025-12-02T00:09:25,10.0.0.149,192.168.1.49,tcp,443,ddos,HIGH,0.9999969005584717,LYCOS-IDS2017
2025-12-02T00:09:55.265844,2025-12-02T00:09:40,10.0.0.150,192.168.1.50,tcp,443,benign,LOW,0.9999986886978149,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:46:50,10.0.0.1,192.168.0.1,tcp,443,benign,LOW,0.9999998807907104,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:47:05,10.0.0.2,192.168.0.2,tcp,443,ddos,HIGH,0.9999964237213135,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:47:20,10.0.0.3,192.168.0.3,tcp,443,benign,LOW,0.9999998807907104,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:47:35,10.0.0.4,192.168.0.4,tcp,443,benign,LOW,1.0,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:47:50,10.0.0.5,192.168.0.5,tcp,443,benign,LOW,0.9999997615814209,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:48:05,10.0.0.6,192.168.0.6,tcp,443,benign,LOW,1.0,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:48:20,10.0.0.7,192.168.0.7,tcp,443,benign,LOW,0.9999995231628418,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:48:35,10.0.0.8,192.168.0.8,tcp,443,dos_hulk,HIGH,0.9999995231628418,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:48:50,10.0.0.9,192.168.0.9,tcp,443,portscan,MEDIUM,0.9999996423721313,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:49:05,10.0.0.10,192.168.0.10,tcp,443,benign,LOW,0.9999958276748657,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:49:20,10.0.0.11,192.168.0.11,tcp,443,dos_hulk,HIGH,0.9999979734420776,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:49:35,10.0.0.12,192.168.0.12,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:49:50,10.0.0.13,192.168.0.13,tcp,443,ddos,HIGH,0.9999967813491821,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:50:05,10.0.0.14,192.168.0.14,tcp,443,ddos,HIGH,0.9999972581863403,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:50:20,10.0.0.15,192.168.0.15,tcp,443,portscan,MEDIUM,0.9999992847442627,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:50:35,10.0.0.16,192.168.0.16,tcp,443,ddos,HIGH,0.9999969005584717,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:50:50,10.0.0.17,192.168.0.17,tcp,443,portscan,MEDIUM,0.9999995231628418,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:51:05,10.0.0.18,192.168.0.18,tcp,443,portscan,MEDIUM,0.9999994039535522,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:51:20,10.0.0.19,192.168.0.19,tcp,443,dos_hulk,HIGH,0.9999991655349731,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:51:35,10.0.0.20,192.168.0.20,tcp,443,benign,LOW,0.9999998807907104,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:51:50,10.0.0.21,192.168.0.21,tcp,443,portscan,MEDIUM,0.9999997615814209,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:52:05,10.0.0.22,192.168.0.22,tcp,443,portscan,MEDIUM,0.9999996423721313,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:52:20,10.0.0.23,192.168.0.23,tcp,443,benign,LOW,1.0,LYCOS-IDS2017
2025-12-02T00:24:20.658699,2025-12-01T23:52:35,10.0.0.24,192.168.0.24,tcp,443,ddos,HIGH,0.9999960660934448,RT_IOT2022
2025-12-02T00:24:20.658699,2025-12-01T23:52:50,10.0.0.25,192.168.0.25,tcp,443,benign,LOW,0.9999997615814209,LYCOS-IDS2017
